trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
488,False,"{'a': 0.45, 'e': 0.0661485162047425}",20,11,14.346980042673401,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.45, 'e': 0.06568709345507452}",25,16,20.47695437285772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.45, 'e': 0.06522888938612872}",25,1,-0.8695399433033892,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
491,False,"{'a': 0.45, 'e': 0.06477388154581408}",20,8,18.241129049700465,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.45, 'e': 0.06432204763865537}",35,15,27.08418105869449,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.45, 'e': 0.06387336552470078}",20,4,-15.051904811450374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
494,False,"{'a': 0.45, 'e': 0.0634278132184369}",25,14,16.44203141409562,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.45, 'e': 0.06298536888771157}",25,11,20.076184300668533,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.45, 'e': 0.06254601085266412}",20,12,1.7103202134335314,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.45, 'e': 0.06210971758466286}",20,8,25.185577999507956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.45, 'e': 0.061676467705250385}",20,12,14.493218194235684,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.45, 'e': 0.06124623998509592}",30,17,19.53099799015067,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.45, 'e': 0.06081901334295513}",20,12,-8.757420000652319,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
501,False,"{'a': 0.45, 'e': 0.060394766844637}",35,24,19.238498980145028,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.45, 'e': 0.05997347970197827}",30,13,25.4283848597786,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.45, 'e': 0.05955513127182464}",30,22,14.068543504942786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.45, 'e': 0.05913970105501938}",30,19,12.09165190979327,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
505,False,"{'a': 0.45, 'e': 0.058727168695398665}",30,19,19.91555173761118,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.45, 'e': 0.05831751397879438}",20,5,26.450856326661338,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.45, 'e': 0.057910716832043435}",30,13,-9.90988180382072,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
508,False,"{'a': 0.45, 'e': 0.05750675732200427}",20,9,17.387676554889786,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.45, 'e': 0.05710561565458002}",25,7,25.091899327479027,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.45, 'e': 0.05670727217374875}",20,7,13.399051203909012,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.45, 'e': 0.05631170736060019}",25,18,4.38277182440859,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
512,False,"{'a': 0.45, 'e': 0.055918901832379374}",25,16,16.78503072367904,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.45, 'e': 0.05552883634153678}",20,9,8.947490784804495,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.45, 'e': 0.05514149177478534}",20,0,25.076302306229664,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
515,False,"{'a': 0.45, 'e': 0.05475684915216379}",25,16,16.86534002953706,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.45, 'e': 0.054374889626106634}",20,7,22.42275962701286,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.45, 'e': 0.05399559448052068}",20,15,8.464383856452224,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.45, 'e': 0.0536189451298679}",20,0,11.589406701384103,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
519,False,"{'a': 0.45, 'e': 0.053244923118254794}",20,1,-13.13567823831249,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
520,False,"{'a': 0.45, 'e': 0.05287351011852789}",30,17,21.190668634249484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.45, 'e': 0.05250468793137592}",20,12,2.5638143034212173,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
522,False,"{'a': 0.45, 'e': 0.05213843848443792}",30,13,30.374156247102068,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.45, 'e': 0.05177474383141773}",25,4,9.054560885393046,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
524,False,"{'a': 0.45, 'e': 0.05141358615120453}",25,5,33.40962761306926,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.45, 'e': 0.05105494774699977}",25,17,17.576134899758106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.45, 'e': 0.05069881104544986}",20,8,-13.290935388737129,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
527,False,"{'a': 0.45, 'e': 0.050345158595785214}",30,23,-29.153937438802902,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
528,False,"{'a': 0.45, 'e': 0.049993973068964984}",20,0,30.446047989639624,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",25,7,32.68269779609367,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,10,19.02232773485579,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,12,14.184320903702414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,13,21.59557936657455,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,16,6.234449897907865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,8,22.952577698891247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,19,12.429047936724436,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,16,16.461860899320644,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,15,11.708549144765962,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,11,24.69220112242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
