trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.4, 'e': 0.9254999999999951}",25,0,-56.988429881170454,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
184,False,"{'a': 0.4, 'e': 0.9239999999999952}",20,0,-88.65049024076816,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
185,False,"{'a': 0.4, 'e': 0.9224999999999952}",25,0,-99.21879337748356,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
186,False,"{'a': 0.4, 'e': 0.9209999999999953}",30,0,-125.13567614693271,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
187,False,"{'a': 0.4, 'e': 0.9194999999999953}",25,0,-272.9426826912792,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 5}",0
188,False,"{'a': 0.4, 'e': 0.9179999999999954}",20,0,-48.392757118845424,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
189,False,"{'a': 0.4, 'e': 0.9164999999999954}",30,0,-144.80998060278955,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
190,False,"{'a': 0.4, 'e': 0.9149999999999955}",35,22,-73.8002491373128,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 1}",1
191,False,"{'a': 0.4, 'e': 0.9134999999999955}",20,0,-64.10232942636125,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
192,False,"{'a': 0.4, 'e': 0.9119999999999956}",25,0,-129.24288398765322,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
193,False,"{'a': 0.4, 'e': 0.9104999999999956}",35,0,-142.54189291855224,"{0: 21, 1: 7, 2: 3, 3: 3, 4: 1}",0
194,False,"{'a': 0.4, 'e': 0.9089999999999957}",20,0,-201.69721896846596,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 3}",0
195,False,"{'a': 0.4, 'e': 0.9074999999999958}",25,0,-160.56874414860604,"{0: 11, 1: 5, 2: 7, 3: 0, 4: 2}",0
196,False,"{'a': 0.4, 'e': 0.9059999999999958}",20,0,-122.27789371820784,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
197,False,"{'a': 0.4, 'e': 0.9044999999999959}",25,0,-26.15629705083552,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
198,False,"{'a': 0.4, 'e': 0.9029999999999959}",20,0,-110.2518220281145,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
199,False,"{'a': 0.4, 'e': 0.901499999999996}",30,0,-146.69384982326363,"{0: 18, 1: 5, 2: 3, 3: 2, 4: 2}",0
200,False,"{'a': 0.4, 'e': 0.899999999999996}",30,0,-215.80040765805592,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
201,False,"{'a': 0.4, 'e': 0.8984999999999961}",20,0,-67.24462026043567,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
202,False,"{'a': 0.4, 'e': 0.8969999999999961}",35,0,-144.36925035617833,"{0: 22, 1: 6, 2: 4, 3: 1, 4: 2}",0
203,False,"{'a': 0.4, 'e': 0.8954999999999962}",30,0,-177.6072711946515,"{0: 16, 1: 7, 2: 4, 3: 0, 4: 3}",0
204,False,"{'a': 0.4, 'e': 0.8939999999999962}",25,0,-101.3169444371658,"{0: 13, 1: 6, 2: 4, 3: 2, 4: 0}",0
205,False,"{'a': 0.4, 'e': 0.8924999999999963}",25,0,-82.08610983686344,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
206,False,"{'a': 0.4, 'e': 0.8909999999999964}",35,0,-179.38840039741305,"{0: 22, 1: 4, 2: 5, 3: 1, 4: 3}",0
207,False,"{'a': 0.4, 'e': 0.8894999999999964}",30,0,-154.17560445067025,"{0: 15, 1: 4, 2: 7, 3: 4, 4: 0}",0
208,False,"{'a': 0.4, 'e': 0.8879999999999965}",20,0,-24.395070697237138,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
209,False,"{'a': 0.4, 'e': 0.8864999999999965}",20,0,-111.03096177051718,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
210,False,"{'a': 0.4, 'e': 0.8849999999999966}",30,0,-69.41471140985222,"{0: 18, 1: 7, 2: 4, 3: 1, 4: 0}",0
211,False,"{'a': 0.4, 'e': 0.8834999999999966}",20,0,-80.42041436168698,"{0: 10, 1: 4, 2: 5, 3: 1, 4: 0}",0
212,False,"{'a': 0.4, 'e': 0.8819999999999967}",25,0,-69.49944231728351,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
213,False,"{'a': 0.4, 'e': 0.8804999999999967}",25,0,-107.9368395919145,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
214,False,"{'a': 0.4, 'e': 0.8789999999999968}",20,0,-21.716626114964896,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
215,False,"{'a': 0.4, 'e': 0.8774999999999968}",30,0,-144.83871019169504,"{0: 17, 1: 4, 2: 5, 3: 3, 4: 1}",0
216,False,"{'a': 0.4, 'e': 0.8759999999999969}",20,0,-128.0751481923339,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
217,False,"{'a': 0.4, 'e': 0.874499999999997}",20,4,-76.48232650647613,"{0: 7, 1: 3, 2: 5, 3: 1, 4: 0}",1
218,False,"{'a': 0.4, 'e': 0.872999999999997}",25,0,-221.5356171768081,"{0: 14, 1: 2, 2: 3, 3: 2, 4: 4}",0
219,False,"{'a': 0.4, 'e': 0.871499999999997}",25,0,-102.42059138121705,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 1}",0
220,False,"{'a': 0.4, 'e': 0.8699999999999971}",25,0,-165.62377037482395,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
221,False,"{'a': 0.4, 'e': 0.8684999999999972}",25,0,-124.6217726748236,"{0: 9, 1: 8, 2: 7, 3: 1, 4: 0}",0
222,False,"{'a': 0.4, 'e': 0.8669999999999972}",25,2,-44.91008155670843,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 0}",1
223,False,"{'a': 0.4, 'e': 0.8654999999999973}",20,0,-52.25620480243402,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
224,False,"{'a': 0.4, 'e': 0.8639999999999973}",20,15,5.079005431903303,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.4, 'e': 0.8624999999999974}",20,0,-66.900277546989,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
226,False,"{'a': 0.4, 'e': 0.8609999999999974}",20,14,-10.180274234613483,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.4, 'e': 0.8594999999999975}",20,0,-186.16224066806652,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
228,False,"{'a': 0.4, 'e': 0.8579999999999975}",25,0,-91.00699759424872,"{0: 14, 1: 6, 2: 4, 3: 0, 4: 1}",0
229,False,"{'a': 0.4, 'e': 0.8564999999999976}",30,0,-69.20981088353346,"{0: 19, 1: 5, 2: 5, 3: 1, 4: 0}",0
230,False,"{'a': 0.4, 'e': 0.8549999999999977}",20,0,-109.76212192367962,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
231,False,"{'a': 0.4, 'e': 0.8534999999999977}",20,0,-56.341467434146864,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
232,False,"{'a': 0.4, 'e': 0.8519999999999978}",20,0,-140.20577295522673,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
233,False,"{'a': 0.4, 'e': 0.8504999999999978}",20,0,-114.88150632715242,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
234,False,"{'a': 0.4, 'e': 0.8489999999999979}",25,0,-131.84001279657065,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
235,False,"{'a': 0.4, 'e': 0.8474999999999979}",30,0,-158.8542238647327,"{0: 20, 1: 1, 2: 4, 3: 3, 4: 2}",0
236,False,"{'a': 0.4, 'e': 0.845999999999998}",20,8,-17.50906075658666,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.4, 'e': 0.844499999999998}",20,0,-113.9872393434504,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
238,False,"{'a': 0.4, 'e': 0.8429999999999981}",20,7,-71.5366218023133,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
239,False,"{'a': 0.4, 'e': 0.8414999999999981}",25,0,-70.81614202858366,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
240,False,"{'a': 0.4, 'e': 0.8399999999999982}",25,0,-132.60876511087307,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
241,False,"{'a': 0.4, 'e': 0.8384999999999982}",20,0,-93.88470117718198,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
242,False,"{'a': 0.4, 'e': 0.8369999999999983}",35,0,-82.279551020302,"{0: 24, 1: 1, 2: 9, 3: 1, 4: 0}",0
243,False,"{'a': 0.4, 'e': 0.8354999999999984}",20,0,-43.065935943621966,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
244,False,"{'a': 0.4, 'e': 0.8339999999999984}",20,0,-201.25619730704713,"{0: 8, 1: 4, 2: 3, 3: 2, 4: 3}",0
245,False,"{'a': 0.4, 'e': 0.8324999999999985}",25,0,-179.6404946610167,"{0: 12, 1: 7, 2: 2, 3: 1, 4: 3}",0
246,False,"{'a': 0.4, 'e': 0.8309999999999985}",20,0,-68.40390859019523,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
247,False,"{'a': 0.4, 'e': 0.8294999999999986}",25,0,-44.283764195114216,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
248,False,"{'a': 0.4, 'e': 0.8279999999999986}",25,12,-59.77002068154025,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.4, 'e': 0.8264999999999987}",20,0,-56.35673746381963,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
250,False,"{'a': 0.4, 'e': 0.8249999999999987}",20,0,-104.00819647766964,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
251,False,"{'a': 0.4, 'e': 0.8234999999999988}",20,0,-88.75041024662605,"{0: 13, 1: 5, 2: 0, 3: 0, 4: 2}",0
252,False,"{'a': 0.4, 'e': 0.8219999999999988}",35,0,-155.32741536557577,"{0: 22, 1: 3, 2: 6, 3: 3, 4: 1}",0
253,False,"{'a': 0.4, 'e': 0.8204999999999989}",20,14,-2.351185662514533,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.4, 'e': 0.818999999999999}",30,0,-199.33292831044793,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
255,False,"{'a': 0.4, 'e': 0.817499999999999}",25,0,-87.2574099625645,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
256,False,"{'a': 0.4, 'e': 0.8159999999999991}",30,0,-130.0396464384249,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
257,False,"{'a': 0.4, 'e': 0.8144999999999991}",30,0,-63.888754153017054,"{0: 23, 1: 3, 2: 2, 3: 1, 4: 1}",0
258,False,"{'a': 0.4, 'e': 0.8129999999999992}",20,0,-90.15235772502669,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
259,False,"{'a': 0.4, 'e': 0.8114999999999992}",30,0,-51.209986278480905,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
260,False,"{'a': 0.4, 'e': 0.8099999999999993}",20,0,-9.642444241132631,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
261,False,"{'a': 0.4, 'e': 0.8084999999999993}",20,0,-136.98560289461543,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
262,False,"{'a': 0.4, 'e': 0.8069999999999994}",30,10,-115.25239039946462,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
263,False,"{'a': 0.4, 'e': 0.8054999999999994}",20,8,6.533649833332164,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.4, 'e': 0.8039999999999995}",20,0,-88.01753407130754,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
265,False,"{'a': 0.4, 'e': 0.8024999999999995}",20,0,-95.42796124458059,"{0: 11, 1: 2, 2: 4, 3: 3, 4: 0}",0
266,False,"{'a': 0.4, 'e': 0.8009999999999996}",25,6,-108.51229013239775,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
267,False,"{'a': 0.4, 'e': 0.7994999999999997}",20,13,-21.378245123222865,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
268,False,"{'a': 0.4, 'e': 0.7979999999999997}",20,0,-66.57819888370751,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
269,False,"{'a': 0.4, 'e': 0.7964999999999998}",30,0,-61.360386672898514,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
270,False,"{'a': 0.4, 'e': 0.7949999999999998}",30,0,-106.94917496676139,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
271,False,"{'a': 0.4, 'e': 0.7934999999999999}",30,7,-41.75071279508793,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 1}",1
272,False,"{'a': 0.4, 'e': 0.7919999999999999}",25,0,-33.96670632715357,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
273,False,"{'a': 0.4, 'e': 0.7905}",25,0,-111.22255198779652,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
274,False,"{'a': 0.4, 'e': 0.789}",30,0,-157.02041927827622,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
275,False,"{'a': 0.4, 'e': 0.7875000000000001}",25,11,-27.75002018701271,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
276,False,"{'a': 0.4, 'e': 0.7860000000000001}",25,1,-106.20527999239287,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 2}",1
277,False,"{'a': 0.4, 'e': 0.7845000000000002}",20,0,-67.00638268215793,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
278,False,"{'a': 0.4, 'e': 0.7830000000000003}",20,0,-175.39288149433085,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 2}",0
279,False,"{'a': 0.4, 'e': 0.7815000000000003}",20,0,-49.49841633954463,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
280,False,"{'a': 0.4, 'e': 0.7800000000000004}",25,5,-0.5614093475584794,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.4, 'e': 0.7785000000000004}",20,0,-62.799356756800144,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
282,False,"{'a': 0.4, 'e': 0.7770000000000005}",30,3,-46.399815546542726,"{0: 18, 1: 5, 2: 3, 3: 1, 4: 0}",1
283,False,"{'a': 0.4, 'e': 0.7755000000000005}",30,0,-100.69761598690644,"{0: 21, 1: 5, 2: 2, 3: 0, 4: 2}",0
284,False,"{'a': 0.4, 'e': 0.7740000000000006}",20,0,-74.87066212187467,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
285,False,"{'a': 0.4, 'e': 0.7725000000000006}",30,12,10.730807969427575,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.4, 'e': 0.7710000000000007}",20,0,-98.91165571264759,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
287,False,"{'a': 0.4, 'e': 0.7695000000000007}",20,0,-65.56806956359705,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
288,False,"{'a': 0.4, 'e': 0.7680000000000008}",20,4,-42.860991859316215,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 0}",1
289,False,"{'a': 0.4, 'e': 0.7665000000000008}",20,0,-77.39404846752586,"{0: 14, 1: 3, 2: 0, 3: 2, 4: 1}",0
290,False,"{'a': 0.4, 'e': 0.7650000000000009}",20,0,-104.8828794486947,"{0: 9, 1: 3, 2: 6, 3: 2, 4: 0}",0
291,False,"{'a': 0.4, 'e': 0.763500000000001}",25,0,-100.91548502230019,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
292,False,"{'a': 0.4, 'e': 0.762000000000001}",20,0,-105.15817698382511,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
293,False,"{'a': 0.4, 'e': 0.7605000000000011}",25,0,-30.613219933116987,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
294,False,"{'a': 0.4, 'e': 0.7590000000000011}",25,14,-55.79971617726488,"{0: 6, 1: 1, 2: 2, 3: 2, 4: 0}",1
295,False,"{'a': 0.4, 'e': 0.7575000000000012}",20,6,-12.602126938173376,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
296,False,"{'a': 0.4, 'e': 0.7560000000000012}",25,8,12.936287327064823,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.4, 'e': 0.7545000000000013}",20,0,-66.68427440488558,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
298,False,"{'a': 0.4, 'e': 0.7530000000000013}",20,0,-136.0756463390324,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
299,False,"{'a': 0.4, 'e': 0.7515000000000014}",20,0,-57.437610980688085,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
300,False,"{'a': 0.4, 'e': 0.7500000000000014}",25,0,1.3667433294103086,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
301,False,"{'a': 0.4, 'e': 0.7485000000000015}",25,0,-84.34159968807575,"{0: 16, 1: 6, 2: 1, 3: 1, 4: 1}",0
302,False,"{'a': 0.4, 'e': 0.7470000000000016}",30,18,-5.7560088191148155,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.4, 'e': 0.7455000000000016}",30,14,-68.43092546106836,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 1}",1
304,False,"{'a': 0.4, 'e': 0.7440000000000017}",25,0,-179.1008659816135,"{0: 15, 1: 3, 2: 2, 3: 2, 4: 3}",0
305,False,"{'a': 0.4, 'e': 0.7425000000000017}",25,0,-106.0798938111195,"{0: 16, 1: 6, 2: 1, 3: 0, 4: 2}",0
306,False,"{'a': 0.4, 'e': 0.7410000000000018}",25,7,-62.75701276440988,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 1}",1
307,False,"{'a': 0.4, 'e': 0.7395000000000018}",30,2,-17.752708879074827,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 0}",1
308,False,"{'a': 0.4, 'e': 0.7380000000000019}",25,3,-157.05692258333679,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 3}",1
309,False,"{'a': 0.4, 'e': 0.7365000000000019}",25,6,-87.1631803478883,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 2}",1
310,False,"{'a': 0.4, 'e': 0.735000000000002}",30,10,-17.681374944327718,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",1
311,False,"{'a': 0.4, 'e': 0.733500000000002}",20,0,-47.18915513777406,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
312,False,"{'a': 0.4, 'e': 0.7320000000000021}",20,11,-20.301842590507423,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
313,False,"{'a': 0.4, 'e': 0.7305000000000021}",20,0,-34.38971046124617,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
314,False,"{'a': 0.4, 'e': 0.7290000000000022}",20,0,-60.13615949233509,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
315,False,"{'a': 0.4, 'e': 0.7275000000000023}",20,0,-51.793153655424604,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
316,False,"{'a': 0.4, 'e': 0.7260000000000023}",25,0,-82.96326428370956,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
317,False,"{'a': 0.4, 'e': 0.7245000000000024}",35,16,-4.508484842778292,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.4, 'e': 0.7230000000000024}",30,0,-235.15747165269445,"{0: 17, 1: 3, 2: 4, 3: 2, 4: 4}",0
319,False,"{'a': 0.4, 'e': 0.7215000000000025}",20,8,-20.253965913122627,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
320,False,"{'a': 0.4, 'e': 0.7200000000000025}",25,0,-76.18303147337474,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
321,False,"{'a': 0.4, 'e': 0.7185000000000026}",25,2,-123.3555231648311,"{0: 15, 1: 1, 2: 4, 3: 1, 4: 2}",1
322,False,"{'a': 0.4, 'e': 0.7170000000000026}",20,0,-86.0763967456531,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
323,False,"{'a': 0.4, 'e': 0.7155000000000027}",25,7,-2.822320532096954,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.4, 'e': 0.7140000000000027}",20,0,-11.81933909050653,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
325,False,"{'a': 0.4, 'e': 0.7125000000000028}",30,16,-93.29920793669206,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
326,False,"{'a': 0.4, 'e': 0.7110000000000029}",30,16,-32.18614986808584,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
327,False,"{'a': 0.4, 'e': 0.7095000000000029}",25,0,-104.37572252354437,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
328,False,"{'a': 0.4, 'e': 0.708000000000003}",25,15,-31.728953824450763,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
329,False,"{'a': 0.4, 'e': 0.706500000000003}",25,0,-116.12905018277291,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
330,False,"{'a': 0.4, 'e': 0.7050000000000031}",20,8,-90.78390656994902,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 2}",1
331,False,"{'a': 0.4, 'e': 0.7035000000000031}",30,1,-121.5752250009325,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 2}",1
332,False,"{'a': 0.4, 'e': 0.7020000000000032}",25,2,-124.5509842554233,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 2}",1
333,False,"{'a': 0.4, 'e': 0.7005000000000032}",25,1,-102.35583134921713,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 2}",1
334,False,"{'a': 0.4, 'e': 0.6990000000000033}",30,0,-70.8992519412669,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
335,False,"{'a': 0.4, 'e': 0.6975000000000033}",20,4,-104.11941241827674,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 1}",1
336,False,"{'a': 0.4, 'e': 0.6960000000000034}",30,0,-130.42651521194688,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",1
337,False,"{'a': 0.4, 'e': 0.6945000000000034}",20,10,6.9669422335340165,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.4, 'e': 0.6930000000000035}",25,0,-38.2430113838598,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
339,False,"{'a': 0.4, 'e': 0.6915000000000036}",25,0,-38.90876591332764,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
340,False,"{'a': 0.4, 'e': 0.6900000000000036}",20,0,-3.4717337733961022,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
341,False,"{'a': 0.4, 'e': 0.6885000000000037}",25,0,-73.88318051600997,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",1
342,False,"{'a': 0.4, 'e': 0.6870000000000037}",20,6,-47.71045358182845,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
343,False,"{'a': 0.4, 'e': 0.6855000000000038}",20,0,-33.842036012847544,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
344,False,"{'a': 0.4, 'e': 0.6840000000000038}",30,18,6.746683265906611,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.4, 'e': 0.6825000000000039}",20,3,-27.928157930038097,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 0}",1
346,False,"{'a': 0.4, 'e': 0.6810000000000039}",20,4,-10.501424245580072,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
347,False,"{'a': 0.4, 'e': 0.679500000000004}",20,0,-67.37717948208177,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
348,False,"{'a': 0.4, 'e': 0.678000000000004}",20,0,-44.35416172658272,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
349,False,"{'a': 0.4, 'e': 0.6765000000000041}",25,0,-96.50063975106383,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
350,False,"{'a': 0.4, 'e': 0.6750000000000042}",20,0,-20.547209537286303,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
351,False,"{'a': 0.4, 'e': 0.6735000000000042}",25,14,8.580300233799575,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.4, 'e': 0.6720000000000043}",20,0,-102.03990436574334,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
353,False,"{'a': 0.4, 'e': 0.6705000000000043}",30,0,-106.90486040459272,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
354,False,"{'a': 0.4, 'e': 0.6690000000000044}",25,8,-116.37597981700405,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 3}",1
355,False,"{'a': 0.4, 'e': 0.6675000000000044}",25,0,-57.34113762607271,"{0: 19, 1: 4, 2: 0, 3: 1, 4: 1}",0
356,False,"{'a': 0.4, 'e': 0.6660000000000045}",25,8,-86.79847858937264,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 1}",1
357,False,"{'a': 0.4, 'e': 0.6645000000000045}",25,0,-56.98859399197017,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
358,False,"{'a': 0.4, 'e': 0.6630000000000046}",20,0,-70.04178460221276,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
359,False,"{'a': 0.4, 'e': 0.6615000000000046}",20,7,-27.824288040602788,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
360,False,"{'a': 0.4, 'e': 0.6600000000000047}",25,10,-95.207972559061,"{0: 10, 1: 0, 2: 1, 3: 3, 4: 1}",1
361,False,"{'a': 0.4, 'e': 0.6585000000000047}",20,0,-41.629983559180076,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
362,False,"{'a': 0.4, 'e': 0.6570000000000048}",30,10,-90.46209316898906,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
363,False,"{'a': 0.4, 'e': 0.6555000000000049}",30,3,-36.42714018389591,"{0: 22, 1: 3, 2: 1, 3: 0, 4: 1}",1
364,False,"{'a': 0.4, 'e': 0.6540000000000049}",20,5,5.5866907036245,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
365,False,"{'a': 0.4, 'e': 0.652500000000005}",20,11,-46.977960127219404,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
366,False,"{'a': 0.4, 'e': 0.651000000000005}",30,0,-67.29056463169543,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
